Instrument,Company Common Name,Ticker Symbol,Country of Headquarters,Credit Combined Implied Rating,Return on Capital Employed - %,PPE - Net Percentage of Total Assets,Tax Rate - Actual,"Effective Tax Rate, (%)",Tax Rate - Mean,Total Assets,Net Debt to Total Equity,Market Capitalization,Total Debt Percentage of Total Equity,Shareholders' Equity - Attributable to Parent ShHold - Total,Total Liabilities & Equity,Environmental Expenditures,Research And Development,Total Revenue,Year
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,16.4611759548468,70.29069,,39.1791,,11249000000.0,0.12492,13943016520.7161,33.35548,4515000000.0,11249000000.0,,40000000.0,13562000000.0,1997.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,12.851711026616,81.48684,,34.41176,,3457000000.0,0.56817,5384903559.0,57.74447,1401000000.0,3457000000.0,,50000000.0,2154000000.0,1997.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,,47.41719,,45.2885,,43531119110.4546,0.56804,41590825082.88,81.70228,15323792652.8841,43531119110.4546,,,31330488000.0,1997.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,,,,,,,,,,,,,,,1997.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,,,,,,,,,,,,,,,1997.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,4.13191389080551,37.21872,,26.18849,,38203957000.0,0.49383,23527636757.0,52.40087,21055416000.0,38203957000.0,,1401950000.0,19453554000.0,1997.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,13.0453905269051,52.04222,,37.01296,,4994261389.64993,0.40441,3398769872.81399,68.09183,1436962711.56879,4994261389.64993,,,6034141368.0,1997.0
REP.MC,Repsol SA,REP,Spain,BBB+,14.2033299391934,67.65051,,28.90584,,16052107749.4501,0.55511,11646899606.2992,69.13525,5376786508.48028,16052107749.4501,,,19214997710.0,1997.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,,12.06471,,,,12756457000.0,0.47841,92404589960.316,69.51523,3526158000.0,12756457000.0,,,,1997.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,,64.01999,,19.14367,,360906000000.0,0.31724,396837429973.6,41.46427,223648000000.0,360906000000.0,,335000000.0,152244000000.0,1997.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,16.7350287120591,81.26322,,34.71014,,12761000000.0,0.4878,8874539094.3,51.29,6940000000.0,12761000000.0,,174000000.0,6144000000.0,1997.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,,,,,,69474441000.0,-0.12518,33019138809.681,0.96054,65495023000.0,69474441000.0,,,,1997.0
SIBN.MM,Gazprom Neft' PAO,SIBN,Russia,BBB+,-0.361827978223831,80.89518,,2477.78452,,33704051544.0,0.09557,,12.39927,11336800764.0,33704051544.0,,427107040.0,17289895110.0,1997.0
YAKG.MM,Yakutskaya Toplivno-Energeticheskaya Kompaniya PAO,YAKG,Russia,BBB,,,,,,,,,,,,,,,1997.0
600256.SS,Guanghui Energy Co Ltd,600256,China,BBB+,,,,,,,,,,,,,,,1997.0
EQNR.OL,Equinor ASA,EQNR,Norway,A,27.2022331573588,66.15313,,68.33552,,17712390820.8105,0.71229,,88.56993,5218629631.63891,17712390820.8105,,322916200.0,17512515720.0,1997.0
ROSNP.BX,OMV Petrom SA,SNP,Romania,A,,,,,,,,,,,,,,,1997.0
PTT.BK,PTT PCL,PTT,Thailand,A-,,,,,,,,,,,,,,,1997.0
ELIr.AT,Elinoil Hellenic Petroleum Company SA,ELIN,Greece,BBB-,,,,,,,,,,,,,,,1997.0
NVTK.MM,Novatek PAO,NVTK,Russia,A,,1.62304,,,,74798000.0,-0.99187,,0.0,16356000.0,74798000.0,,,,1997.0
PEA.TO,Pieridae Energy Ltd,PEA,Canada,B,,,,,,,,,,,,,,,1997.0
ENER.KW,Energy House Holding Company KSCP,ENERGYH,Kuwait,BBB-,,,,,,,,,,,,,,,1997.0
PGN.WA,Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,Poland,A-,,,,,,,,,,,,,,,1997.0
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,,,,,,,,,,,,,,,1997.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,,,,,,,,1997.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,,,,,,,,,,,,,,,1997.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,,,,,,,,,,,,,,,1997.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,,,,,,,,,,,,,,,1997.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,,,,,,,,,,,,,,,1997.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,,,,,,,,,,,,,,,1997.0
601857.SS,PetroChina Co Ltd,601857,China,A+,,,,,,,,,,,,,,,1997.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,,,,,,,,,,,,,,,1997.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,,,,,,,,,,,,1997.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,,,,,,,,,,,,,,,1997.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,1997.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,1997.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,,,,,,,,,,,,,,,1997.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,13.4909506374802,83.93902,,37.71905,,202497000.0,0.49537,201104750.0,49.95729,108865000.0,202497000.0,,,91864000.0,1997.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,14.6571787038013,66.28809,,42.26656,,141935000000.0,0.2211,121694531336.0,28.14227,62614000000.0,141935000000.0,,1275000000.0,207888000000.0,1996.0
TTEF.PA,TotalEnergies SE,TTE,France,A,7.71416749709455,50.77632,,31.43508,,30487038643.1531,0.17879,19581824804.8569,71.50897,11421027271.8512,35501782788.86,,,34529808927.0,1996.0
BP.L,BP PLC,BP.,United Kingdom,A-,17.9962365849567,57.73364,,30.18816,,55763469209.5667,0.34679,67767138857.8436,35.41538,21905120610.8438,55763469209.5667,,316771553.0,69800533681.0,1996.0
CVX.N,Chevron Corp,CVX,United States of America,A+,14.92194171356,56.46829,,40.11395,,61817000000.0,0.38834,42407450995.0,47.25524,25995000000.0,61817000000.0,,834000000.0,87343000000.0,1996.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,,,,,,,,,,,,,,,1996.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,67.3699015471167,54.7093,,39.95327,,14981000000.0,0.83658,7159996250.0,88.67704,5140000000.0,14981000000.0,,120000000.0,8312000000.0,1996.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,,,,,,,,,,,,,,,1996.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,,58.15049,,15.41399,,443513000000.0,0.23933,198768000000.0,28.75394,241285000000.0,443513000000.0,,,507850000000.0,1996.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,,,,,,,,,,,,,,,1996.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,10.3294835258237,73.20206,,3.38346,,11833000000.0,0.18136,10295993271.8949,33.10082,4731000000.0,11833000000.0,,45000000.0,13043000000.0,1996.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,14.7836257309942,,,41.5625,,2824000000.0,0.34002,3106413601.2,34.0818,1247000000.0,2824000000.0,,44000000.0,2100000000.0,1996.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,,,,47.75236,,,,32829621450.9838,,,,,,29763396000.0,1996.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,,,,,,,,,,,,,,,1996.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,,,,,,,,,,,,,,,1996.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,,36.86739,,23.48607,,35065502000.0,0.40504,15406640588.5,44.47768,19975136000.0,35065502000.0,,1290289000.0,18166335000.0,1996.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,9.98355944007334,51.73085,,33.39231,,4573024934.0494,0.40437,2428501681.4483,67.9792,1314105070.38364,4573024934.0494,,,5688039621.0,1996.0
REP.MC,Repsol SA,REP,Spain,BBB+,15.6385271841525,66.07695,,29.27704,,12973254961.3549,0.4832,9181604097.66618,57.4199,4915365475.46068,12973254961.3549,,,16606813970.0,1996.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,,,,,,,,,,,,,,,1996.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,,,,,,,,,,,,,,,1996.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,,81.64515,,30.12245,,12084000000.0,0.50245,5633866254.0,52.23789,6374000000.0,12084000000.0,,207000000.0,5937000000.0,1996.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,,,,,,,,,,,,,,,1996.0
SIBN.MM,Gazprom Neft' PAO,SIBN,Russia,BBB+,-0.877974247925138,86.95771,,208.78416,,42497555848.0,0.01849,,2.15054,12528418936.0,42497555848.0,,,15610317571.0,1996.0
YAKG.MM,Yakutskaya Toplivno-Energeticheskaya Kompaniya PAO,YAKG,Russia,BBB,,,,,,,,,,,,,,,1996.0
600256.SS,Guanghui Energy Co Ltd,600256,China,BBB+,,,,,,,,,,,,,,,1996.0
EQNR.OL,Equinor ASA,EQNR,Norway,A,31.4438932444842,63.28485,,70.44744,,18999860272.3137,0.4541,,73.97345,5766406359.16226,18999860272.3137,,197851995.0,16575101235.0,1996.0
ROSNP.BX,OMV Petrom SA,SNP,Romania,A,,,,,,,,,,,,,,,1996.0
PTT.BK,PTT PCL,PTT,Thailand,A-,,,,,,,,,,,,,,,1996.0
ELIr.AT,Elinoil Hellenic Petroleum Company SA,ELIN,Greece,BBB-,,,,,,,,,,,,,,,1996.0
NVTK.MM,Novatek PAO,NVTK,Russia,A,,,,,,,,,,,,,,,1996.0
PEA.TO,Pieridae Energy Ltd,PEA,Canada,B,,,,,,,,,,,,,,,1996.0
ENER.KW,Energy House Holding Company KSCP,ENERGYH,Kuwait,BBB-,,,,,,,,,,,,,,,1996.0
PGN.WA,Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,Poland,A-,,,,,,,,,,,,,,,1996.0
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,,,,,,,,,,,,,,,1996.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,,,,,,,,1996.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,,,,,,,,,,,,,,,1996.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,,,,,,,,,,,,,,,1996.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,,,,,,,,,,,,,,,1996.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,,,,,,,,,,,,,,,1996.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,,,,,,,,,,,,,,,1996.0
601857.SS,PetroChina Co Ltd,601857,China,A+,,,,,,,,,,,,,,,1996.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,,,,,,,,,,,,,,,1996.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,,,,,,,,,,,,1996.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,,,,,,,,,,,,,,,1996.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,1996.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,1996.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,,,,,,,,,,,,,,,1996.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,14.6859826120951,85.29853,,37.65991,,137993000.0,0.51212,206328250.0,51.91152,78210000.0,137993000.0,,,72070000.0,1996.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,12.1259532545663,67.67091,,40.3627,,133434000000.0,0.24824,99981000000.0,28.74099,58387000000.0,133434000000.0,,1120000000.0,195217000000.0,1995.0
TTEF.PA,TotalEnergies SE,TTE,France,A,5.88417931513503,50.78835,,47.87033,,28327591478.9522,0.18268,15745759759.4537,71.43949,10720212006.931,33831617572.1129,,,27251779757.0,1995.0
BP.L,BP PLC,BP.,United Kingdom,A-,15.2980520980068,60.39194,,42.60021,,50145700291.4006,0.44011,46414937844.8757,46.4771,18311736623.4733,50145700291.4006,,279293610.0,56972740580.0,1995.0
CVX.N,Chevron Corp,CVX,United States of America,A+,4.14997614318527,57.8332,,40.25225,,59267000000.0,0.52932,17054609375.0,61.01617,23874000000.0,59267000000.0,,1036000000.0,71861000000.0,1995.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,,,,,,,,,,,,,,,1995.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,62.9841719212457,77.8389,,46.6468,,17815000000.0,1.04471,6547376250.0,115.70194,4630000000.0,17815000000.0,,106000000.0,8633000000.0,1995.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,,,,,,,,,,,,,,,1995.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,,,,,,,,,,,,,,,1995.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,,,,,,,,,,,,,,,1995.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,10.4746469090067,67.78958,,44.31203,,12052000000.0,0.22292,9439825935.84419,33.31077,5908000000.0,12600000000.0,,75000000.0,9600000000.0,1995.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,13.903743315508,,,34.79853,,2440000000.0,0.25909,2336699994.75,26.08696,1127000000.0,2440000000.0,,32000000.0,1928000000.0,1995.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,,,,44.73972,,,,21864166257.7363,,,,,,29354724000.0,1995.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,,,,,,,,,,,,,,,1995.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,,,,,,,,,,,,,,,1995.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,,,,,,,,,,,,,,,1995.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,9.69916790303513,48.63057,,17.25535,,4521040965.67662,0.33014,1717397075.1001,75.31603,1204074547.79329,4521040965.67662,,,5326863314.0,1995.0
REP.MC,Repsol SA,REP,Spain,BBB+,19.9239097915349,56.92858,,32.06122,,10027640546.6806,0.28271,7678299827.33103,46.18601,3774596420.37191,10027640546.6806,,,15180106080.0,1995.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,,,,,,,,,,,,,,,1995.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,,,,,,,,,,,,,,,1995.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,,,,,,,,,,,,,,,1995.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,,,,,,,,,,,,,,,1995.0
SIBN.MM,Gazprom Neft' PAO,SIBN,Russia,BBB+,,88.24094,,2558.17219,,33369719985.0,0.00949,,2.13142,10469976720.0,33369719985.0,,,11952872451.0,1995.0
YAKG.MM,Yakutskaya Toplivno-Energeticheskaya Kompaniya PAO,YAKG,Russia,BBB,,,,,,,,,,,,,,,1995.0
600256.SS,Guanghui Energy Co Ltd,600256,China,BBB+,,,,,,,,,,,,,,,1995.0
EQNR.OL,Equinor ASA,EQNR,Norway,A,26.111859751351,66.80116,,64.08877,,17855724059.6525,0.49072,,67.63025,5333417410.22165,17855724059.6525,,161077380.0,13662678123.0,1995.0
ROSNP.BX,OMV Petrom SA,SNP,Romania,A,,,,,,,,,,,,,,,1995.0
PTT.BK,PTT PCL,PTT,Thailand,A-,,,,,,,,,,,,,,,1995.0
ELIr.AT,Elinoil Hellenic Petroleum Company SA,ELIN,Greece,BBB-,,,,,,,,,,,,,,,1995.0
NVTK.MM,Novatek PAO,NVTK,Russia,A,,,,,,,,,,,,,,,1995.0
PEA.TO,Pieridae Energy Ltd,PEA,Canada,B,,,,,,,,,,,,,,,1995.0
ENER.KW,Energy House Holding Company KSCP,ENERGYH,Kuwait,BBB-,,,,,,,,,,,,,,,1995.0
PGN.WA,Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,Poland,A-,,,,,,,,,,,,,,,1995.0
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,,,,,,,,,,,,,,,1995.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,,,,,,,,1995.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,,,,,,,,,,,,,,,1995.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,,,,,,,,,,,,,,,1995.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,,,,,,,,,,,,,,,1995.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,,,,,,,,,,,,,,,1995.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,,,,,,,,,,,,,,,1995.0
601857.SS,PetroChina Co Ltd,601857,China,A+,,,,,,,,,,,,,,,1995.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,,,,,,,,,,,,,,,1995.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,,,,,,,,,,,,1995.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,,,,,,,,,,,,,,,1995.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,1995.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,1995.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,,,,,,,,,,,,,,,1995.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,6.56773824683594,86.56443,,-21.66721,,110922000.0,0.71699,99246500.0,72.64248,56606000.0,110922000.0,,,53074000.0,1995.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,11.0266239563094,68.72121,,40.26302,,129404000000.0,0.33192,75451500000.0,37.41867,54561000000.0,129404000000.0,,1182000000.0,178885000000.0,1994.0
TTEF.PA,TotalEnergies SE,TTE,France,A,5.38912229995742,49.80677,,31.69659,,25265179910.045,0.21944,12976603110.9445,66.9901,9744377811.09445,30027548725.6372,,,24664608396.0,1994.0
BP.L,BP PLC,BP.,United Kingdom,A-,12.1406481209644,62.38098,,30.33757,,48683777816.0577,0.59654,36573416485.2718,60.88125,17315251264.5442,48683777816.0578,,364257096.0,50683773072.0,1994.0
CVX.N,Chevron Corp,CVX,United States of America,A+,7.86405114474619,59.51395,,33.3167,,59912000000.0,0.52795,14531015625.0,60.06572,24345000000.0,59912000000.0,,1076000000.0,67670000000.0,1994.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,,,,,,,,,,,,,,,1994.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,63.2018922334187,80.61593,,132.40741,,17989000000.0,1.29751,5896467500.0,132.64528,4457000000.0,17989000000.0,,127000000.0,9236000000.0,1994.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,,,,,,,,,,,,,,,1994.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,,,,,,,,,,,,,,,1994.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,,,,,,,,,,,,,,,1994.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,7.88177339901478,71.57948,,45.02297,,11928000000.0,0.11793,8965154318.63969,32.94412,5995000000.0,12507000000.0,,46000000.0,8994000000.0,1994.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,11.662817551963,,,34.94624,,2201000000.0,0.18357,1743968000.0,21.83575,1035000000.0,2201000000.0,,24000000.0,1637000000.0,1994.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,,47.85281,,35.73829,,45712116595.3095,1.32375,,157.0255,10100864032.3922,45712116595.3095,,,25716924000.0,1994.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,,,,,,,,,,,,,,,1994.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,,,,,,,,,,,,,,,1994.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,,,,,,,,,,,,,,,1994.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,,52.15443,,26.47854,,4613305015.15229,0.73667,1813571311.30571,105.22319,1104173600.86626,4613305015.15229,,,4938699743.0,1994.0
REP.MC,Repsol SA,REP,Spain,BBB+,,56.03952,,31.22072,,9655860469.02985,0.41375,6633366426.12989,60.48221,3357289675.81407,9655860469.02985,,,14225267330.0,1994.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,,,,,,,,,,,,,,,1994.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,,,,,,,,,,,,,,,1994.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,,,,,,,,,,,,,,,1994.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,,,,,,,,,,,,,,,1994.0
SIBN.MM,Gazprom Neft' PAO,SIBN,Russia,BBB+,,,,,,,,,,,,,,,1994.0
YAKG.MM,Yakutskaya Toplivno-Energeticheskaya Kompaniya PAO,YAKG,Russia,BBB,,,,,,,,,,,,,,,1994.0
600256.SS,Guanghui Energy Co Ltd,600256,China,BBB+,,,,,,,,,,,,,,,1994.0
EQNR.OL,Equinor ASA,EQNR,Norway,A,29.9715880061112,67.61165,,68.16568,,14667869395.4809,0.51624,,70.85495,4468088252.69135,14667869395.4809,,216641368.0,11857145030.0,1994.0
ROSNP.BX,OMV Petrom SA,SNP,Romania,A,,,,,,,,,,,,,,,1994.0
PTT.BK,PTT PCL,PTT,Thailand,A-,,,,,,,,,,,,,,,1994.0
ELIr.AT,Elinoil Hellenic Petroleum Company SA,ELIN,Greece,BBB-,,,,,,,,,,,,,,,1994.0
NVTK.MM,Novatek PAO,NVTK,Russia,A,,,,,,,,,,,,,,,1994.0
PEA.TO,Pieridae Energy Ltd,PEA,Canada,B,,,,,,,,,,,,,,,1994.0
ENER.KW,Energy House Holding Company KSCP,ENERGYH,Kuwait,BBB-,,,,,,,,,,,,,,,1994.0
PGN.WA,Polskie Gornictwo Naftowe i Gazownictwo SA,PGN,Poland,A-,,,,,,,,,,,,,,,1994.0
SHEL.L,Shell PLC,SHEL,United Kingdom,A-,,,,,,,,,,,,,,,1994.0
ECHOE.L,Echo Energy PLC,ECHO,United Kingdom,CCC+,,,,,,,,,,,,,,,1994.0
DANA.AD,Dana Gas PJSC,DANA,United Arab Emirates,AA,,,,,,,,,,,,,,,1994.0
ROSN.MM,NK Rosneft' PAO,ROSN,Russia,B+,,,,,,,,,,,,,,,1994.0
GALP.LS,Galp Energia SGPS SA,GALP,Portugal,BBB,,,,,,,,,,,,,,,1994.0
GSP.MI,Gas Plus SpA,GSP,Italy,B-,,,,,,,,,,,,,,,1994.0
INAI.ZA,INA dd,INA-R-A,Croatia,AA-,,,,,,,,,,,,,,,1994.0
601857.SS,PetroChina Co Ltd,601857,China,A+,,,,,,,,,,,,,,,1994.0
ECO.CN,Ecopetrol SA,ECOPETROL,Colombia,BBB,,,,,,,,,,,,,,,1994.0
CVE.TO,Cenovus Energy Inc,CVE,Canada,BBB,,,,,,,,,,,,,,,1994.0
NIIS.BEL,NIS ad Novi Sad,NIIS,Republic of Serbia,AA-,,,,,,,,,,,,,,,1994.0
IOG.L,Iog PLC,IOG,United Kingdom,B+,,,,,,,,,,,,,,,1994.0
2222.SE,Saudi Arabian Oil Co,2222,Saudi Arabia,AA-,,,,,,,,,,,,,,,1994.0
RNFT.MM,NK Russneft' PAO,RNFT,Russia,BB-,,,,,,,,,,,,,,,1994.0
UNTC.PK,Unit Corp,UNTC,United States of America,BB,7.38414669869354,87.08014,,0.43029,,103933000.0,0.66879,62682000.0,71.89918,52607000.0,103933000.0,,,43895000.0,1994.0
XOM.N,Exxon Mobil Corp,XOM,United States of America,A+,11.9015573928091,69.6672,,38.97406,,124878000000.0,0.34909,78377136250.0,39.67403,52029000000.0,124878000000.0,,1053000000.0,173006000000.0,1993.0
TTEF.PA,TotalEnergies SE,TTE,France,A,5.60957255651333,47.63543,,33.9876,,22599966199.0874,0.22348,11918248504.3096,68.68238,8685820517.15396,27094135541.6596,,,23926634102.0,1993.0
BP.L,BP PLC,BP.,United Kingdom,A-,,64.33246,,52.61137,,45796420978.0298,0.83814,29014703682.3766,85.09342,14392865579.9669,45796420978.0298,,737051393.0,52464248850.0,1993.0
CVX.N,Chevron Corp,CVX,United States of America,A+,6.76372657831168,58.7269,,29.84992,,61362000000.0,0.48657,28370078125.0,59.16955,24276000000.0,61362000000.0,,1130000000.0,69436000000.0,1993.0
TTLC.CI,Total Cote d'Ivoire SA,TTLC,Ivory Coast,A,,,,,,,,,,,,,,,1993.0
OXY.N,Occidental Petroleum Corp,OXY,United States of America,BB-,55.3453786445764,83.41996,,65.59633,,17123000000.0,1.42156,5182025000.0,146.10929,3958000000.0,17123000000.0,,102000000.0,8116000000.0,1993.0
GAZP.MM,Gazprom PAO,GAZP,Russia,BBB,,,,,,,,,,,,,,,1993.0
MOLB.BU,MOL Magyar Olajes Gazipari Nyrt,MOL,Hungary,A,,,,,,,,,,,,,,,1993.0
MGMC.OM,Muscat Gases Company SAOG,MGMC,Oman,A+,,,,,,,,,,,,,,,1993.0
IMO.TO,Imperial Oil Ltd,IMO,Canada,A+,7.37650933040615,73.00365,,50.88028,,12861000000.0,0.08392,8674392556.95408,30.91684,6566000000.0,12861000000.0,,52000000.0,8838000000.0,1993.0
SU.TO,Suncor Energy Inc,SU,Canada,A-,8.34845735027223,,,34.78261,,2023000000.0,0.22784,1681051125.0,22.78351,970000000.0,2023000000.0,,22000000.0,1549000000.0,1993.0
ENI.MI,Eni SpA,ENI,Italy,BBB+,,,,75.59697,,,,,,,,,,27285564000.0,1993.0
600028.SS,China Petroleum & Chemical Corp,600028,China,AA-,,,,,,,,,,,,,,,1993.0
600617.SS,Shanxi Guoxin Energy Corp Ltd,600617,China,BB-,,,,,,,,,,,,,,,1993.0
PETR4.SA,Petroleo Brasileiro SA Petrobras,PETR4,Brazil,A,,,,,,,,,,,,,,,1993.0
OMVV.VI,OMV AG,OMV,Austria,BBB-,,,,,,,,,,,,,,,1993.0
REP.MC,Repsol SA,REP,Spain,BBB+,,,,,,,,8391641958.04196,,,,,,,1993.0
LKOH.MM,NK Lukoil PAO,LKOH,Russia,A,,,,,,,,,,,,,,,1993.0
ONGC.NS,Oil and Natural Gas Corporation Ltd,ONGC,India,A-,,,,,,,,,,,,,,,1993.0
YPFD.BA,YPF SA,YPFD3,Argentina,BB+,,,,,,,,,,,,,,,1993.0
SNGS.MM,Surgutneftegaz PAO,SNGS,Russia,A-,,,,,,,,,,,,,,,1993.0
